contract_id,criterion,description,label
          140081,Cena s DPH,,Stravné poukážky
          140082,Cena bez DPH,,Uteráky
          140083,Cena bez DPH,,Prenosné počítače
          140084,Cena s DPH,,Prenosné počítače
          140085,Cena s DPH,,Dopravné značky
          140086,Cena s DPH,,"Okná, dvere a súvisiace prvky"
          140087,Cena s DPH,,Počítačové zariadenia a spotrebný materiál
          140088,Cena bez DPH,,Monitory
          140089,Cena bez DPH,,Rohože
          140090,Cena bez DPH,,Doplnky pracovných odevov
          140091,Cena s DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          140092,Cena s DPH,,Učebnice
          140093,Cena s DPH,,Čistiace a leštiace výrobky
          140094,Cena bez DPH,,Kanalizačné rúry
          140095,Cena s DPH,,Zdravotnícke vybavenie
          140096,Cena s DPH,,"Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie"
          140097,Cena s DPH,,Propagačný materiál
          140098,Cena s DPH,,Výrobky z gumy
          140099,Cena s DPH,,Etikety
          140100,Cena s DPH,,Ochranná obuv
          140101,Cena s DPH,,Osobné automobily
          140102,Cena s DPH,,Konštrukčné materiály a súvisiace prvky
          140103,Cena s DPH,,"Toaletný papier, vreckovky, uteráky na ruky a servítky"
          140104,Cena bez DPH,,"Brašnárske výrobky, sedlárske výrobky, vrecká a tašky"
          140105,Cena s DPH,,Čistiace prostriedky na podlahu
          140106,Cena s DPH,,Osobné automobily
          140107,Cena s DPH,,Drobné kancelárske vybavenie
          140108,Cena s DPH,,Odmasťovacie prostriedky
          140109,Cena s DPH,,Matrace
          140110,Cena s DPH,,Reklamné a marketingové služby
          140111,Cena bez DPH,,Chemické aditíva
          140112,Cena bez DPH,,Drvený a mletý kameň
          140113,Cena bez DPH,,Piesok
          140114,Cena bez DPH,,Práce na oprave ciest
          140115,Cena s DPH,,Skúmavky
          140116,Cena s DPH,,Liečivá pre obštrukčné ochorenie dýchacích ciest
          140117,Cena bez DPH,,Práce na oprave ciest
          140118,Cena bez DPH,,Stavebné konštrukcie a materiály; pomocné výrobky pre konštrukcie (s výnimkou elektrických prístrojov)
          140119,Cena bez DPH,,Práce na oprave ciest
          140120,Cena s DPH,,Jedálenské stoličky
          140121,Cena bez DPH,,Práce na oprave ciest
          140122,Cena bez DPH,,Práce na oprave ciest
          140123,Cena bez DPH,,Práce na oprave ciest
          140124,Cena bez DPH,,Práce na oprave ciest
          140125,Cena bez DPH,,Práce na oprave ciest
          140126,Cena bez DPH,,Práce na oprave ciest
          140127,Cena bez DPH,,Farba na vozovku
          140128,Cena s DPH,,Spotrebiče pre domácnosť
          140129,Cena bez DPH,,Inkubátory
          140130,Cena bez DPH,,Práce na oprave ciest
          140131,Cena s DPH,,Informačné a propagačné výrobky
          140132,Cena bez DPH,,"Endoskopia, endochirurgické prístroje"
          140133,Cena bez DPH,,Práce na oprave ciest
          140134,Cena s DPH,,Osobné počítače
          140135,Cena s DPH,,Tonerové náplne
          140136,Cena s DPH,,"Opravy a údržba elektrických strojov, prístrojov a súvisiaceho vybavenia"
          140137,Cena bez DPH,,Práce na oprave ciest
          140138,Cena s DPH,,Opravy a údržba výťahov
          140139,Cena bez DPH,,Práce na oprave ciest
          140140,Cena s DPH,,Tlačiarenské služby
          140141,Cena s DPH,,Kalendáre
          140142,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          140143,Cena bez DPH,,Práce na oprave ciest
          140144,Cena bez DPH,,Destilovaná voda
          140145,Cena bez DPH,,Práce na oprave ciest
          140146,Cena bez DPH,,Práce na oprave ciest
          140147,Cena bez DPH,,Práce na oprave ciest
          140148,Cena s DPH,,Služby súvisiace s likvidáciou odpadu a odpadom
          140149,Cena bez DPH,,Stavebné práce
          140150,Cena bez DPH,,Brúsne kotúče
          140151,Cena bez DPH,,Stavebné práce
          140152,Cena s DPH,,Lampy/svietidlá a príslušenstvo k nim
          140153,Cena s DPH,,Služby súvisiace s likvidáciou odpadu a odpadom
          140154,Cena s DPH,,Laserové tlačiarne
          140155,Cena s DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          140156,Cena bez DPH,,Identifikačný náramok
          140157,Cena s DPH,,Montáž dverí a okien a súvisiacich súčastí
          140158,Cena s DPH,,Služby na spracovanie a likvidáciu nie nebezpečného odpadu
          140159,Cena s DPH,,Jednorazové utierky
          140160,Cena s DPH,,Toaletný papier
          140161,Cena s DPH,,Pravidelné letecké dopravné služby
          140162,Cena s DPH,,Páperové periny/paplóny
          140163,Cena s DPH,,Chemické výrobky
          140164,Cena s DPH,,Pravidelné letecké dopravné služby
          140165,Cena bez DPH,,Rôzne záhradnícke potreby
          140166,Cena s DPH,,Opravárske a údržbárske služby
          140167,Cena s DPH,,Toaletný papier
          140168,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          140169,Cena s DPH,,Čistiace a leštiace výrobky
          140170,Cena s DPH,,Obuv s koženým zvrškom
          140171,Cena s DPH,,Plastové výrobky
          140172,Cena s DPH,,Pravidelné letecké dopravné služby
          140173,Cena s DPH,,Pneumatiky pre poľnohospodárske stroje
          140174,Cena s DPH,,Dopravné značky
          140175,Cena s DPH,,Papier na tlač alebo iné grafické účely
          140176,Cena s DPH,,Stoličky
          140177,Cena bez DPH,,Tesniace tmely
          140178,Cena bez DPH,,Ochranná obuv
          140179,Cena bez DPH,,Ochranné a bezpečnostné odevy
          140180,Cena bez DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          140181,Cena s DPH,,Vankúše
          140182,Cena s DPH,,Učebnice
          140183,Cena s DPH,,Tonerové náplne
          140184,Cena s DPH,,Upratovacie služby ubytovacích zariadení
          140185,Cena bez DPH,,Epoxidové živice
          140186,Cena s DPH,,Učebné pomôcky a zariadenia
          140187,Cena s DPH,,Rôzne kancelárske zariadenia a kancelárske potreby
          140188,Cena s DPH,,Vysávače prachu
          140189,Cena bez DPH,,Laserové tlačiarne
          140190,Cena s DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          140191,Cena s DPH,,Umelé kvety
          140192,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          140193,Cena s DPH,,Papierové servítky
          140194,Cena bez DPH,,Elektrické prístroje na spínanie alebo ochranu elektrických obvodov
          140195,Cena s DPH,,"Náterové farby, laky a tmely"
          140196,Cena s DPH,,Hadice
          140197,Cena bez DPH,,Herbicídy
          140198,Cena s DPH,,Nástenky
          140199,Cena s DPH,,Štúdiový zmiešavací pult
          140200,Cena s DPH,,Stromy
          140201,Cena bez DPH,,Asfalt
          140202,Cena bez DPH,,Asfalt
          140203,Cena bez DPH,,Batérie
          140204,Cena bez DPH,,Asfalt
          140205,Cena s DPH,,Elektromateriály
          140206,Cena s DPH,,Nábytok pre materské školy
          140207,Cena s DPH,,Chladničky
          140208,Cena s DPH,,Toner do laserových tlačiarní/faxových prístrojov
          140209,Cena s DPH,,Monitory
          140210,Cena s DPH,,Strážne služby
          140211,Cena s DPH,,Jednorazové utierky
          140212,Cena s DPH,,Brožúry
          140213,Cena s DPH,,Operačné systémy
          140214,Cena s DPH,,Stavebné práce
          140215,Cena s DPH,,Archivačný systém
          140216,Cena s DPH,,Posteľná bielizeň
          140217,Cena bez DPH,,Poisťovacie služby
          140218,Cena s DPH,,Kancelárske potreby
          140219,Cena s DPH,,"Kosačky trávnikov, parkov alebo športovísk"
          140220,Cena bez DPH,,"Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty"
          140221,Cena s DPH,,"Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily"
          140222,Cena bez DPH,,"Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty"
          140223,Cena bez DPH,,"Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty"
          140224,Cena s DPH,,Skúmavky
          140225,Cena s DPH,,Prenosné počítače
          140226,Cena s DPH,,Osobné počítače
          140227,Cena s DPH,,Valce pre kancelárske stroje
          140228,Cena s DPH,,"Opravy a údržba elektrických strojov, prístrojov a súvisiaceho vybavenia"
          140229,Cena s DPH,,Softvérové balíky a informačné systémy
          140230,Cena bez DPH,,Montáž vstavaného nábytku
          140231,Cena s DPH,,Učebnice
          140232,Cena s DPH,,Softvérové balíky a informačné systémy
          140233,Cena bez DPH,,Stoličky
          140234,Cena s DPH,,Vozíky pre invalidov a kreslá na kolieskach
          140235,Cena s DPH,,Softvérové balíky a informačné systémy
          140236,Cena s DPH,,Elektronické analytické váhy
          140237,Cena s DPH,,Poradenské služby pre rozvoj podnikania
          140238,Cena s DPH,,Laserové tlačiarne
          140239,Cena s DPH,,Osobné počítače
          140240,Cena s DPH,,Videoprojektory
          140241,Cena s DPH,,Toaletný papier
          140242,Cena s DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          140243,Cena s DPH,,Služby týkajúce sa odborných školení
          140244,Cena s DPH,,Odmasťovacie prostriedky
          140245,Cena s DPH,,Inštalovanie kotlov
          140246,Cena bez DPH,,Písací papier
          140247,Cena s DPH,,Kancelárske potreby
          140248,Cena s DPH,,Kuchynské potreby
          140249,Cena s DPH,,Sanitárne výrobky
          140250,Cena s DPH,,Letecké dopravné služby
          140251,Cena bez DPH,,Energetika a súvisiace služby
          140252,Cena s DPH,,Lampy/svietidlá a príslušenstvo k nim
          140253,Cena s DPH,,Obrubníky
          140254,Cena s DPH,,"Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia"
          140255,Cena bez DPH,,Obálky
          140256,Cena bez DPH,,Sieťové smerovače
          140257,Cena s DPH,,Meracie prístroje
          140258,Cena s DPH,,Služby cestnej dopravy
          140259,Cena s DPH,,Stravné poukážky
          140260,Cena s DPH,,Polyetylénový odpad a odpadkové vrecká a vaky
          140261,Cena s DPH,,Čierne uhlie
          140262,Cena s DPH,,Šatníky
          140263,Cena bez DPH,,Pravidelné letecké dopravné služby
          140264,Cena bez DPH,,Inštalovanie počítačovej kabeláže
          140265,Cena s DPH,,Vaky na moč
          140266,Cena bez DPH,,Tonerové náplne
          140267,Cena bez DPH,,Mrazničky
          140268,Cena s DPH,,Učebné pomôcky a zariadenia
          140269,Cena bez DPH,,Textové pečiatky
          140270,Cena s DPH,,Informačné systémy a servery
          140271,Cena s DPH,,Osobné počítače
          140272,Cena s DPH,,Betónové výrobky
          140273,Cena s DPH,,Osobné počítače
          140274,Cena s DPH,,Kancelárske potreby
          140275,Cena s DPH,,Tabule
          140276,Cena s DPH,,Školenie pracovníkov
          140277,Cena s DPH,,Stravné poukážky
          140278,Cena s DPH,,Služby hromadného stravovania
          140279,Cena s DPH,,Osobné počítače
          140280,Cena s DPH,,Elektrické prístroje používané v domácnosti na potraviny
          140281,Cena s DPH,,Elektrické prístroje používané v domácnosti na potraviny
          140282,Cena s DPH,,Kancelárske potreby
          140283,Cena s DPH,,Práčky
          140284,Cena s DPH,,Ochranné a bezpečnostné odevy
          140285,Cena s DPH,,Strážne služby
          140286,Cena bez DPH,,Servery
          140287,Cena s DPH,,Vysávače prachu nie pre domácnosť
          140288,Cena s DPH,,Vysávače prachu
          140289,Cena s DPH,,Vysávače prachu
          140290,Cena s DPH,,Prívesy
          140291,Cena s DPH,,Dopravné služby (bez prepravy odpadu)
          140292,Cena bez DPH,,Stavebné práce na obnove mostov
          140293,Cena bez DPH,,Základné organické chemikálie
          140294,Cena s DPH,,Obuv
          140295,Cena bez DPH,,Oprava a údržba nákladných vozidiel
          140296,Cena s DPH,,"Pracovné odevy, špeciálne pracovné odevy a doplnky"
          140297,Cena s DPH,,Výstroj na fitnes
          140298,Cena s DPH,,Písací papier
          140299,Cena s DPH,,Bezpečnostné kamery
          140300,Cena bez DPH,,Technická kontrola
          140301,Cena s DPH,,Prenosné počítače
          140302,Cena s DPH,,Bezpečnostné kamery
          140303,Cena bez DPH,,"Endoskopia, endochirurgické prístroje"
          140304,Cena s DPH,,"Vozíky pre invalidov, kreslá na kolieskach a súvisiace prístroje"
          140305,Cena bez DPH,,"Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti"
          140306,Cena s DPH,,Telefónne prístroje
          140307,Cena bez DPH,,Regulátory rastu rastlín
          140308,Cena s DPH,,Motorové vozidlá na prepravu menej než 10 osôb
          140309,Cena bez DPH,,"Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)"
          140310,Cena bez DPH,,Zdravotnícky spotrebný materiál
          140311,Cena bez DPH,,Zdravotné pomôcky
          140312,Cena s DPH,,Umelé kvety
